KODE KANWIL,NAMA KANWIL,KODE CABANG,NAMA CABANG,KODE UKER,NAMA UKER,TIPE KANTOR,KODE POS,KECAMATAN,DATI II,Koreksi DATI II,DATI I,ALAMAT,TELEFON
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6439,UNIT RONGGOWARSITO NGAWI                ,UNIT,63213,NGAWI,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Ronggowarsito No. 3 Ngawi, 0351-749335
R,KANWIL MALANG                           ,57,KC Ngawi                                ,3758,UNIT PASAR BESAR NGAWI                  ,UNIT,63213,NGAWI,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Diponegoro No. 25 Ngawi, 0351-748912
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6432,UNIT KEDUNGPRAHU NGAWI                  ,UNIT,63281,PADAS,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya NgawaiCaruban, 0351-747259
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6444,UNIT KERASWETAN NGAWI                   ,UNIT,63271,GENENG,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya Keras Wetan Desa Keras Wetan, 0351-746887
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6438,UNIT PB SUDIRMAN NGAWI                  ,UNIT,63217,NGAWI,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Pb. Sudirman Plaza Ngawi, 0351-746200
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6433,UNIT NGRAMBE NGAWI                      ,UNIT,63263,NGRAMBE,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya NgrambeWalikukun, 0351-730401
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6430,UNIT JOGOROGO NGAWI                     ,UNIT,63262,JOGOROGO,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya JogorogoKendal, 0351-730330
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6447,UNIT SAMBIREJO NGAWI                    ,UNIT,63257,MANTINGAN,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl.Raya NgawiSolo Ds.Sambirejo Kec. Mantingan, 0351-673599
R,KANWIL MALANG                           ,57,KC Ngawi                                ,3213,UNIT MANTINGAN NGAWI                    ,UNIT,63257,MANTINGAN,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya NgawiSolo, 0351-671303
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6441,UNIT CEPOKO NGAWI                       ,UNIT,63263,NGRAMBE,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya NgrambeWalikukun, 0351-671080
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6431,UNIT KARANG JATI NGAWI                  ,UNIT,63284,KARANGJATI,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya NgawiCaruban, 0351-661022
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6436,UNIT SINE NGAWI                         ,UNIT,63264,SINE,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya Desa Kuniran Kecamatan Sine, 0351-611080
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6445,UNIT KWADUNGAN NGAWI                    ,UNIT,63283,KWADUNGAN,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Raya Kwadungan, 0351-331057
R,KANWIL MALANG                           ,57,KC Ngawi                                ,8112,UNIT SIDOLAJU NGAWI                     ,UNIT,63256,WIDODAREN,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl Raya Ngawi-Mantingan,03518081789
R,KANWIL MALANG                           ,57,KC Ngawi                                ,3759,UNIT WALIKUKUN NGAWI                    ,UNIT,63256,WIDODAREN,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl Raya Gendingan-Ngrambe Rt.02/05,0351671364
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6442,UNIT KEDUNGGALAR NGAWI                  ,UNIT,63254,KEDUNGGALAR,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl.Raya Kedunggalar,0351671225
R,KANWIL MALANG                           ,57,KC Ngawi                                ,6443,UNIT KENDAL NGAWI                       ,UNIT,63261,KENDAL,Kab. Ngawi,Kab. Ngawi,Jawa Timur,Jl. Jogorogo - Kendal, 0351-732413
B,Medan                                   ,176,KC Gunung Sitoli                        ,7354,UNIT IDANOGAWO GUNUNG SITOLI            ,UNIT,22872,IDANO GAWO,Kab. Nias,Kab. Nias,Sumatera Utara,Desa Tetehosi,082165614453
B,Medan                                   ,176,KC Gunung Sitoli                        ,5267,UNIT GIDO GUNUNG SITOLI                 ,UNIT,22871,GIDO,Kab. Nias,Kab. Nias,Sumatera Utara,Jl. Pancasila No. 01,082161398055
B,Medan                                   ,176,KC Gunung Sitoli                        ,5266,UNIT DIPONEGORO GUNUNG SITOLI           ,UNIT,22815,GUNUNGSITOLI,Kab. Nias,Kab. Nias,Sumatera Utara,Jl. Diponegoro No. 227,063921953
B,Medan                                   ,176,KC Gunung Sitoli                        ,7237,UNIT MANDREHE GUNUNG SITOLI             ,UNIT,22862,MANDREHE,Kab. Nias Barat,Kab. Nias Barat,Sumatera Utara,JlSitoli-MandreheSirombu KM52,081397587963
B,Medan                                   ,176,KC Gunung Sitoli                        ,8040,UNIT LOLOWAU GUNUNG SITOLI              ,UNIT,22865,TELUK DALAM,Kab. Nias Selatan,Kab. Nias Selatan,Sumatera Utara,Jl. Lintas Gunung Sitoli - Teluk Dalam Km 65,081397587963
B,Medan                                   ,176,KC Gunung Sitoli                        ,8039,UNIT LAHUSA GUNUNG SITOLI               ,UNIT,22874,LAHUSA,Kab. Nias Selatan,Kab. Nias Selatan,Sumatera Utara,Desa Bawo'Otalua Kec. Lahusa,081362229995
B,Medan                                   ,176,KC Gunung Sitoli                        ,3832,UNIT TELUK DALAM GN SITOLI              ,UNIT,22865,TELUK DALAM,Kab. Nias Selatan,Kab. Nias Selatan,Sumatera Utara,Jl. Saonigeho,06307321013
B,Medan                                   ,176,KC Gunung Sitoli                        ,7795,UNIT ALASA GUNUNG SITOLI                ,UNIT,22861,ALASA,Kab. Nias Utara,Kab. Nias Utara,Sumatera Utara,Jlgngsitoli Hilihudo-Alasakm37,082163195919
B,Medan                                   ,176,KC Gunung Sitoli                        ,7173,UNIT LAHEWA GUNUNG SITOLI               ,UNIT,22853,LAHEWA,Kab. Nias Utara,Kab. Nias Utara,Sumatera Utara,Jl. Soekarno Kel.Pasar Lahewa Kab.Nias,081370379383
L,Banjarmasin                             ,627,KC Nunukan                              ,4597,UNIT SUNGAI NYAMUK NUNUKAN              ,UNIT,77483,SEBATIK,Kab. Nunukan,Kab. Nunukan,Kalimantan Utara,Jlayanirt7, 0556-28127
L,Banjarmasin                             ,627,KC Nunukan                              ,3616,UNIT NUNUKAN NUNUKAN                    ,UNIT,77482,NUNUKAN,Kab. Nunukan,Kab. Nunukan,Kalimantan Utara,Jl. Yos Sudarso Rt. 10/30, 0556-21388
L,Banjarmasin                             ,627,KC Nunukan                              ,7898,UNIT SEBUKU NUNUKAN                     ,UNIT,77482,NUNUKAN                  ,Kab. Nunukan,Kab. Nunukan,Kalimantan Utara,Jl Mangga Rt.02 No.1 Sp1 Ds.Sanur,081347824660
D,Palembang                               ,30,KC Kayu Agung                           ,5645,UNIT TANJUNG BATU KAYU AGUNG            ,UNIT,30864,TANJUNG BATU,Kab. Ogan Ilir,Kab. Ogan Ilir,Sumatera Selatan,Desa Tanjung Batu , 0712-360018
D,Palembang                               ,30,KC Kayu Agung                           ,5647,UNIT TANJUNG RAJA                       ,UNIT,30861,TANJUNG RAJA,Kab. Ogan Ilir,Kab. Ogan Ilir,Sumatera Selatan,Desa Tanjung Raja , 0712-351004 
D,Palembang                               ,30,KC Kayu Agung                           ,5636,UNIT CINTA MANIS KAYU AGUNG             ,UNIT,30868,LUBUK KELIAT,Kab. Ogan Ilir,Kab. Ogan Ilir,Sumatera Selatan,JL. Poros, 0712-323120 
D,Palembang                               ,30,KC Kayu Agung                           ,5644,UNIT SP TIMBANGAN KAYUAGUNG             ,UNIT,30817,KOTA INDRALAYA,Kab. Ogan Ilir,Kab. Ogan Ilir,Sumatera Selatan,Jl.Palembang Prabumulih, 0711-581761
D,Palembang                               ,30,KC Kayu Agung                           ,5637,UNIT INDRALAYA KAYU AGUNG               ,UNIT,30862,INDRALAYA,Kab. Ogan Ilir,Kab. Ogan Ilir,Sumatera Selatan,Jl. Lintas Timur , 0711580128 
D,Palembang                               ,8,KC Baturaja                             ,5608,UNIT GUMAWANG I BATURAJA                ,UNIT,32382,BELITANG,Kab. Ogan Komeing Ulu Timur,Kab. Ogan Komeing Ulu Timur,Sumatera Selatan,Jl Jend.Sudirman Gumawang Bk.10,0735451973
D,Palembang                               ,30,KC Kayu Agung                           ,5642,UNIT PEMATANG PANGGANG KAYU AG          ,UNIT,30681,MESUJI,Kab. Ogan Komering Ilir,Kab. Ogan Komering Ilir,Sumatera Selatan,Jl Lintas Timur Adi, 08127138704 
D,Palembang                               ,30,KC Kayu Agung                           ,5643,UNIT SIRAH PULAU PADANG KAYU A          ,UNIT,30652,SIRAH PULAU PADANG,Kab. OGAN KOMERING ILIR,Kab. Ogan Komering Ilir,Sumatera Selatan,Desa Sirah Pulau Padang , 0712-7348099
D,Palembang                               ,30,KC Kayu Agung                           ,5646,UNIT TANJUNG LUBUK KAYU AGUNG           ,UNIT,30671,TANJUNGLUBUK,Kab. OGAN KOMERING ILIR,Kab. Ogan Komering Ilir,Sumatera Selatan,Desa Tanjung Lubuk , 0712-337006
D,Palembang                               ,30,KC Kayu Agung                           ,5648,UNIT TUGU MULYO KAYUAGUNG               ,UNIT,30681,MESUJI,Kab. OGAN KOMERING ILIR,Kab. Ogan Komering Ilir,Sumatera Selatan,Desa Tugu Mulyo , 0712-331089 
D,Palembang                               ,30,KC Kayu Agung                           ,5638,UNIT KAYU AGUNG I KAYU AGUNG            ,UNIT,30613,KAYUAGUNG,Kab. Ogan Komering Ilir,Kab. Ogan Komering Ilir,Sumatera Selatan,Kayu Agung , 0712-321553 
D,Palembang                               ,30,KC Kayu Agung                           ,5639,UNIT KAYUAGUNG II KAYU AGUNG            ,UNIT,30614,KAYUAGUNG,Kab. OGAN KOMERING ILIR,Kab. Ogan Komering Ilir,Sumatera Selatan,Kayu Agung , 0712-321181 
